library	estimator	T	N	batch_size	order	time
THOI	GC	1000	25	300000	7	5.592028617858887
THOI	GC	1000	25	300000	8	5.51239013671875
THOI	GC	1000	25	300000	9	5.80106520652771
THOI	GC	1000	25	300000	10	6.045315265655518
THOI	GC	1000	25	300000	11	6.5546040534973145
THOI	GC	1000	25	300000	12	7.003047466278076
THOI	GC	1000	25	300000	13	7.545913219451904
THOI	GC	1000	25	300000	14	7.996271848678589
THOI	GC	1000	25	300000	15	8.711248874664307
THOI	GC	1000	25	300000	16	9.484535217285156
THOI	GC	1000	25	300000	17	10.286600112915039
THOI	GC	1000	25	300000	18	12.170867681503296
THOI	GC	1000	25	300000	19	7.818145036697388
THOI	GC	1000	25	300000	20	2.800980806350708
THOI	GC	1000	25	400000	3	0.07157778739929199
THOI	GC	1000	25	400000	4	0.2524898052215576
THOI	GC	1000	25	400000	5	0.973656415939331
THOI	GC	1000	25	400000	6	3.1744377613067627
THOI	GC	1000	25	400000	7	7.385954141616821
THOI	GC	1000	25	400000	8	7.442087650299072
THOI	GC	1000	25	400000	9	7.694870233535767
THOI	GC	1000	25	400000	10	8.287961959838867
THOI	GC	1000	25	400000	11	8.650394201278687
THOI	GC	1000	25	400000	12	9.189207315444946
THOI	GC	1000	25	400000	13	10.173722982406616
THOI	GC	1000	25	400000	14	10.701008796691895
THOI	GC	1000	25	400000	15	11.390334606170654
THOI	GC	1000	25	400000	16	12.729965209960938
THOI	GC	1000	25	400000	17	13.95560097694397
THOI	GC	1000	25	400000	18	16.153374910354614
THOI	GC	1000	25	400000	19	7.863090991973877
THOI	GC	1000	25	400000	20	2.6890339851379395
THOI	GC	1000	25	500000	3	0.07923698425292969
THOI	GC	1000	25	500000	4	0.2582221031188965
THOI	GC	1000	25	500000	5	0.9518084526062012
THOI	GC	1000	25	500000	6	3.1392343044281006
THOI	GC	1000	25	500000	7	8.889744281768799
THOI	GC	1000	25	500000	8	9.531113147735596
THOI	GC	1000	25	500000	9	10.14575457572937
THOI	GC	1000	25	500000	10	10.76339077949524
THOI	GC	1000	25	500000	11	11.083104133605957
THOI	GC	1000	25	500000	12	11.975480079650879
THOI	GC	1000	25	500000	13	12.878098487854004
THOI	GC	1000	25	500000	14	13.671265363693237
THOI	GC	1000	25	500000	15	14.81590747833252
THOI	GC	1000	25	500000	16	16.257763147354126
THOI	GC	1000	25	500000	17	17.234323263168335
THOI	GC	1000	25	500000	18	19.810216903686523
THOI	GC	1000	25	500000	19	8.175329685211182
THOI	GC	1000	25	500000	20	2.922013282775879
THOI	GC	1000	25	600000	3	0.09518909454345703
THOI	GC	1000	25	600000	4	0.28541994094848633
THOI	GC	1000	25	600000	5	1.0503008365631104
THOI	GC	1000	25	600000	6	3.3910772800445557
THOI	GC	1000	25	600000	7	9.028984546661377
THOI	GC	1000	25	600000	8	11.668675661087036
THOI	GC	1000	25	600000	9	11.719871044158936
THOI	GC	1000	25	600000	10	12.369447946548462
THOI	GC	1000	25	600000	11	13.084969758987427
THOI	GC	1000	25	600000	12	13.848781108856201
THOI	GC	1000	25	600000	13	14.789506912231445
THOI	GC	1000	25	600000	14	15.787733554840088
THOI	GC	1000	25	600000	15	16.999900579452515
THOI	GC	1000	25	600000	16	18.292619228363037
THOI	GC	1000	25	600000	17	19.836419582366943
THOI	GC	1000	25	600000	18	18.703072786331177
THOI	GC	1000	25	600000	19	7.728154420852661
THOI	GC	1000	25	600000	20	2.753889799118042
THOI	GC	1000	25	700000	3	0.0972146987915039
THOI	GC	1000	25	700000	4	0.2470381259918213
THOI	GC	1000	25	700000	5	0.9957096576690674
