n_variables	n_samples	real_entropy	gcmi_entropy	npeet_entropy
4	150	8.383433201236713	8.796360993544472	8.078195680957716
4	1000	8.383433201236713	8.791280417067572	8.158384349553243
4	1500	8.383433201236713	8.681051993252993	8.16992031182197
4	10000	8.383433201236713	8.564243131666426	8.18433970171687
4	15000	8.383433201236713	8.531445534869274	8.18534739842589
4	100000	8.383433201236713	8.478006709545753	8.187833847449328
4	150000	8.383433201236713	8.470690377930799	8.188033584308203
4	1000000	8.383433201236713	8.437037712959366	8.188315865654166
4	1500000	8.383433201236713	8.433375980593645	8.18833657813832
4	10	7.272398392570047	9.50598479729097	7.518467993986548
4	15	7.272398392570047	8.21591212600847	7.7037325217981385
4	100	7.272398392570047	7.924302987222701	7.994549920839867
4	150	7.272398392570047	7.773969196423411	8.040867772386163
4	1000	7.272398392570047	7.614925448486596	8.155184889129758
4	1500	7.272398392570047	7.580725743144755	8.16902574385309
4	10000	7.272398392570047	7.457427513251879	8.184218326384586
4	15000	7.272398392570047	7.459294265452202	8.185551418957106
4	100000	7.272398392570047	7.378800140482302	8.187843227846995
4	150000	7.272398392570047	7.365225426491455	8.188016254715828
4	1000000	7.272398392570047	7.328383150959661	8.18831792703085
4	1500000	7.272398392570047	7.322946661718616	8.188335573391615
4	10	4.394449154672439	6.250434224121667	6.6214546006898845
4	15	4.394449154672439	6.722428524124556	7.600174291039449
4	100	4.394449154672439	5.334365477418778	8.026473218623634
4	150	4.394449154672439	5.142337555107061	8.049014068920325
4	1000	4.394449154672439	4.801500459986865	8.159754334984044
4	1500	4.394449154672439	4.758711700960075	8.166741873249917
4	10000	4.394449154672439	4.613798169144303	8.184577595516341
4	15000	4.394449154672439	4.609851855572462	8.185512889226178
4	100000	4.394449154672439	4.522418160402948	8.187867277370303
4	150000	4.394449154672439	4.50630380987702	8.188011841339952
4	1000000	4.394449154672439	4.46533592191534	8.188313578896159
4	1500000	4.394449154672439	4.458640431847222	8.18833615867079
4	10	7.16703787691222	9.32854899518836	7.365108745888841
4	15	7.16703787691222	8.17646164100849	7.581052910037444
4	100	7.16703787691222	7.683678271464374	7.929327307443519
4	150	7.16703787691222	7.65645605383822	8.047119496101994
4	1000	7.16703787691222	7.515761816210445	8.161572036795679
4	1500	7.16703787691222	7.472847934374012	8.167453671945422
4	10000	7.16703787691222	7.359771857692477	8.184183491598446
4	15000	7.16703787691222	7.343332824440505	8.185321917418236
4	100000	7.16703787691222	7.276614416084682	8.187828672503557
4	150000	7.16703787691222	7.258863095858558	8.187987902217916
4	1000000	7.16703787691222	7.2247956996429465	8.188315185374083
4	1500000	7.16703787691222	7.219131425399283	8.188335385772778
4	10	4.564348191467836	7.3581739389224925	7.4246370640835035
4	15	4.564348191467836	6.9564959994454	7.469571061982478
4	100	4.564348191467836	5.314835520540332	8.003617809860131
4	150	4.564348191467836	5.316343426657054	8.036141723666837
4	1000	4.564348191467836	4.950980600491166	8.159459389291573
4	1500	4.564348191467836	5.001771560373999	8.166592439800192
4	10000	4.564348191467836	4.800364321676007	8.184156765798893
4	15000	4.564348191467836	4.776056727876164	8.185672017249994
4	100000	4.564348191467836	4.700651428270959	8.187800023507076
4	150000	4.564348191467836	4.681948970718029	8.187978321414912
4	1000000	4.564348191467836	4.6373989528496935	8.188317444714057
4	1500000	4.564348191467836	4.631189101619164	8.188334225835085
4	10	5.934894195619588	8.255896980925243	7.639082032336536
4	15	5.934894195619588	8.255080993274364	7.517892866219864
4	100	5.934894195619588	7.033597262482891	8.023290298286348
4	150	5.934894195619588	6.889833039218708	8.033639253734849
